gamma,k,fingerprint_length,n_recipients,sk,id,code,embedding_ratio,vote_error,tp,tn
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.8125
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.796875
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.7890625
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.7890625
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.7890625
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.7890625
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.7890625
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.78125
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.7734375
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.7734375
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.765625
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.7578125
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.7578125
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.7578125
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.75
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.7421875
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.7421875
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.7421875
32,300,128,20,100,0,tardos,0.03125,0.010341261633919338,1.0,0.71875
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.5859375
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.546875
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.5234375
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.515625
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.5078125
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.5
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.5
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.4921875
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.484375
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.484375
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.484375
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.4765625
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.4765625
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.46875
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.4609375
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.4609375
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.4453125
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.4375
32,300,128,20,100,0,hash,0.03125,0.011444356748224152,1.0,0.4375
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.796875
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.7890625
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.7734375
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.7734375
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.765625
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.765625
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.7578125
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.75
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.75
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.7421875
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.7421875
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.734375
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.734375
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.7265625
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.71875
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.7109375
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.6875
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.6796875
32,300,128,20,101,0,tardos,0.03125,0.012887953708574434,0.984375,0.6484375
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.6171875
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.6015625
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.5546875
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.5546875
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.546875
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.5390625
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.5078125
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.5078125
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.5
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.5
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.4921875
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.4921875
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.4921875
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.4765625
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.4765625
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.46875
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.4375
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.4375
32,300,128,20,101,0,hash,0.03125,0.01289237668161435,0.9921875,0.4296875
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.828125
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.828125
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.8125
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.8046875
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.78125
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.7734375
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.765625
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.765625
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.765625
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.7578125
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.7578125
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.7578125
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.7578125
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.7578125
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.7421875
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.7421875
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.7265625
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.71875
32,300,128,20,102,0,tardos,0.03125,0.010541110330288124,1.0,0.6875
32,300,128,20,102,0,hash,0.03125,0.010837070254110613,1.0,0.5703125
32,300,128,20,102,0,hash,0.03125,0.010837070254110613,1.0,0.5703125
32,300,128,20,102,0,hash,0.03125,0.010837070254110613,1.0,0.5546875
32,300,128,20,102,0,hash,0.03125,0.010837070254110613,1.0,0.5546875
32,300,128,20,102,0,hash,0.03125,0.010837070254110613,1.0,0.546875
32,300,128,20,102,0,hash,0.03125,0.010837070254110613,1.0,0.546875
32,300,128,20,102,0,hash,0.03125,0.010837070254110613,1.0,0.5390625
32,300,128,20,102,0,hash,0.03125,0.010837070254110613,1.0,0.53125
32,300,128,20,102,0,hash,0.03125,0.010837070254110613,1.0,0.5234375
32,300,128,20,102,0,hash,0.03125,0.010837070254110613,1.0,0.5234375
